cell_type,n,nt,sc,dom_layer,layer_b_pct,tot,contra_pct,out_syn
VA5_lPN,6,acetylcholine,central,,,,0.37,13634.0
VA6_adPN,2,acetylcholine,central,,,,0.26,18992.0
VA7l_adPN,2,acetylcholine,central,,,,0.43,10874.0
VA7m_lPN,6,acetylcholine,central,,,,0.73,12814.0
VC1_lPN,2,acetylcholine,central,,,,0.36,15781.0
VC2_lPN,2,acetylcholine,central,,,,0.46,12783.0
VC3_adPN,8,acetylcholine,central,,,,0.55,19480.0
VC4_adPN,5,acetylcholine,central,,,,0.27,14021.0
VC5_lvPN,5,acetylcholine,central,,,,0.95,16750.0
VCH,2,gaba,visual_centrifugal,a,0.3,17166.0,99.78,25336.0
VES001,2,glutamate,central,,,,6.64,8404.0
VES002,2,acetylcholine,central,,,,8.91,6406.0
VES003,2,glutamate,central,,,,7.09,4512.0
VES004,2,acetylcholine,central,,,,8.46,3618.0
VES005,2,acetylcholine,central,,,,8.36,6594.0
VES007,2,acetylcholine,central,,,,6.56,3232.0
VES010,2,gaba,central,,,,14.72,4836.0
VES011,2,acetylcholine,central,,,,2.63,2665.0
VES012,2,acetylcholine,central,,,,5.09,5093.0
VES013,2,acetylcholine,central,,,,4.78,5520.0
VES014,2,acetylcholine,central,,,,12.51,6868.0
VES016,2,gaba,central,,,,0.61,4076.0
VES017,2,acetylcholine,central,,,,11.29,2853.0
VES018,2,gaba,central,,,,10.76,3505.0
VES019,4,gaba,central,,,,49.54,2913.0
VES020,6,gaba,central,,,,43.9,3895.0
VES021,4,gaba,central,,,,48.6,2140.0
VES022a,6,gaba,central,,,,41.34,1594.0
VES022b,4,gaba,central,,,,40.32,1240.0
VES023,6,gaba,central,,,,46.39,4665.0
VES024a,4,gaba,central,,,,43.37,1176.0
VES024b,2,gaba,central,,,,52.21,858.0
VES025,2,acetylcholine,central,,,,52.7,6581.0
VES027,2,gaba,central,,,,41.55,3774.0
VES030,2,gaba,central,,,,13.93,2677.0
VES039,2,gaba,central,,,,70.08,976.0
VES040,2,acetylcholine,central,,,,49.13,2858.0
VES041,2,gaba,central,,,,49.74,16253.0
VES043,2,glutamate,central,,,,16.33,3074.0
VES045,2,gaba,central,,,,57.1,6855.0
VES046,2,glutamate,central,,,,29.45,2509.0
VES047,2,glutamate,central,,,,31.68,3920.0
VES048,2,glutamate,central,,,,11.08,2085.0
VES049,7,glutamate,central,,,,7.22,5488.0
VES050,3,glutamate,central,,,,5.42,2194.0
"VES051,VES052",8,glutamate,central,,,,3.27,5508.0
VES053,2,acetylcholine,central,,,,40.75,5141.0
VES054,2,acetylcholine,central,,,,46.37,2849.0
VES056,2,acetylcholine,central,,,,48.13,2965.0
VES057,2,acetylcholine,central,,,,90.23,2815.0
VES058,2,glutamate,central,,,,5.4,3945.0
VES059,2,acetylcholine,central,,,,5.32,1956.0
VES060,2,acetylcholine,central,,,,23.75,842.0
VES063a,2,acetylcholine,central,,,,38.07,8848.0
VES063b,2,acetylcholine,central,,,,33.56,3886.0
VES064,2,glutamate,central,,,,7.66,6045.0
VES065,2,acetylcholine,central,,,,53.09,1439.0
VES066,2,glutamate,central,,,,6.42,1619.0
VES067,2,acetylcholine,central,,,,73.55,3985.0
VES070,2,acetylcholine,central,,,,90.62,3157.0
VES071,2,acetylcholine,central,,,,90.29,2409.0
VES072,2,acetylcholine,central,,,,94.6,2000.0
VES073,2,acetylcholine,central,,,,78.22,4610.0
VES074,2,acetylcholine,central,,,,93.33,2713.0
VES075,2,acetylcholine,central,,,,47.62,5584.0
VES076,2,acetylcholine,central,,,,14.1,1908.0
VES077,2,acetylcholine,central,,,,8.12,2130.0
VES078,2,acetylcholine,central,,,,75.11,2708.0
VES079,2,acetylcholine,central,,,,36.2,3323.0
VESa1_P02,2,gaba,central,,,,6.34,10445.0
VESa2_H02,2,gaba,central,,,,33.53,17532.0
VESa2_H04,2,gaba,central,,,,28.64,2744.0
VESa2_P01,2,gaba,central,,,,4.47,4720.0
VL1_ilPN,2,acetylcholine,central,,,,49.28,10135.0
VL1_vPN,2,gaba,central,,,,2.07,5228.0
VL2a_adPN,2,acetylcholine,central,,,,0.35,20441.0
VL2a_vPN,5,gaba,central,,,,0.99,2938.0
VL2p_adPN,2,acetylcholine,central,,,,0.81,19444.0
VL2p_vPN,2,gaba,central,,,,0.33,1224.0
VM1_lPN,4,acetylcholine,central,,,,0.92,13577.0
VM2_adPN,4,acetylcholine,central,,,,0.27,11059.0
VM3_adPN,4,acetylcholine,central,,,,0.15,12971.0
VM4_adPN,2,acetylcholine,central,,,,0.34,5549.0
VM4_lvPN,5,acetylcholine,central,,,,1.26,6607.0
VM5d_adPN,9,acetylcholine,central,,,,0.94,17503.0
VM5v_adPN,6,acetylcholine,central,,,,1.05,12163.0
VM6_adPN,2,acetylcholine,central,,,,0.49,17933.0
VM7d_adPN,5,acetylcholine,central,,,,1.01,18351.0
VM7v_adPN,4,acetylcholine,central,,,,0.73,10186.0
VP1d+VP4_l2PN1,2,acetylcholine,central,,,,5.42,17219.0
VP1d+VP4_l2PN2,2,acetylcholine,central,,,,1.06,12064.0
VP1d_il2PN,2,acetylcholine,central,,,,50.08,6961.0
VP1l+VP3_ilPN,2,acetylcholine,central,,,,52.36,3806.0
VP1l+_lvPN,9,acetylcholine,central,,,,7.34,2520.0
VP1m+VP2_lvPN1,2,acetylcholine,central,,,,1.72,1455.0
VP1m+VP5_ilPN,2,acetylcholine,central,,,,49.29,7253.0
VP1m+_lvPN,4,glutamate,central,,,,0.25,3174.0
VP1m_l2PN,2,acetylcholine,central,,,,0.81,12211.0
VP2+VC5_l2PN,2,acetylcholine,central,,,,11.44,2019.0
VP2+_adPN,2,acetylcholine,central,,,,0.68,3072.0
VP2_adPN,2,acetylcholine,central,,,,2.15,14192.0
VP2_l2PN,2,acetylcholine,central,,,,6.02,3390.0
VP3+VP1l_ivPN,2,acetylcholine,central,,,,51.39,11451.0
VP3+_l2PN,6,acetylcholine,central,,,,9.35,5979.0
VP3+_vPN,2,gaba,central,,,,0.11,1794.0
VP4+VL1_l2PN,2,acetylcholine,central,,,,3.99,5010.0
VP4+_vPN,2,gaba,central,,,,2.07,3676.0
VP4_vPN,2,gaba,central,,,,0.07,4569.0
VP5+VP3_l2PN,2,acetylcholine,central,,,,8.36,2657.0
VP5+Z_adPN,2,acetylcholine,central,,,,2.36,6572.0
"VP5+_l2PN,VP5+VP2_l2PN",6,acetylcholine,central,,,,5.49,5572.0
VS1,2,acetylcholine,visual_projection,b,57.65,11111.0,2.34,1578.0
VS2,2,acetylcholine,visual_projection,d,6.83,11952.0,5.52,1793.0
VS3,2,acetylcholine,visual_projection,d,0.02,9410.0,7.0,1242.0
VS4,2,acetylcholine,visual_projection,d,0.02,5086.0,3.6,695.0
VS5,2,acetylcholine,visual_projection,d,0.14,4230.0,4.31,720.0
VS6,2,acetylcholine,visual_projection,a,0.11,4529.0,5.83,755.0
VS7,2,acetylcholine,visual_projection,a,0.06,3571.0,8.82,1043.0
VS8,2,acetylcholine,visual_projection,d,0.0,5026.0,7.68,899.0
VST1,4,acetylcholine,visual_projection,d,0.05,2167.0,5.54,2166.0
VST2,8,acetylcholine,visual_projection,d,0.13,6968.0,8.91,5318.0
VSm,4,acetylcholine,visual_projection,d,18.41,9412.0,10.7,5769.0
V_ilPN,2,acetylcholine,central,,,,52.86,18649.0
V_l2PN,2,acetylcholine,central,,,,0.48,5407.0
WED002a,2,acetylcholine,central,,,,8.56,981.0
WED002b,2,acetylcholine,central,,,,4.32,695.0
WED002c,4,acetylcholine,central,,,,1.07,845.0
WED002d,3,acetylcholine,central,,,,2.08,818.0
WED002e,3,acetylcholine,central,,,,3.8,922.0
WED004,9,acetylcholine,central,,,,41.55,1644.0
WED006,2,glutamate,central,,,,7.51,5923.0
WED007,2,acetylcholine,central,,,,1.92,4226.0
WED008,2,acetylcholine,central,,,,0.82,2453.0
WED010,3,acetylcholine,central,,,,2.65,830.0
WED011,2,acetylcholine,central,,,,17.13,2160.0
WED012,4,gaba,central,,,,4.99,1603.0
WED013,2,gaba,central,,,,6.1,639.0
WED014,4,gaba,central,,,,27.47,1183.0
WED015,9,gaba,central,,,,3.18,5058.0
WED016,2,acetylcholine,central,,,,6.45,1410.0
WED017,2,acetylcholine,central,,,,4.61,2019.0
WED018,2,acetylcholine,central,,,,1.28,1324.0
WED020_b,4,acetylcholine,central,,,,1.24,1451.0
WED023,5,gaba,central,,,,18.98,1396.0
WED024,4,gaba,central,,,,4.84,1715.0
WED025,6,gaba,central,,,,2.96,1656.0
WED026,8,gaba,central,,,,4.85,3756.0
WED028,5,gaba,central,,,,11.31,1362.0
WED029,4,gaba,central,,,,3.86,1634.0
WED031,11,gaba,central,,,,3.18,3368.0
WED032,8,gaba,central,,,,10.83,1321.0
WED033,14,gaba,central,,,,28.65,3072.0
"WED034,WED035",11,glutamate,central,,,,1.52,3677.0
WED037,5,glutamate,central,,,,3.11,1349.0
WED038a,6,glutamate,central,,,,2.3,1829.0
WED038b,6,glutamate,central,,,,4.89,1145.0
WED039,6,glutamate,central,,,,2.76,1522.0
WED040,15,glutamate,central,,,,1.82,2959.0
WED041a,3,glutamate,central,,,,3.54,452.0
WED041b,2,acetylcholine,central,,,,6.32,269.0
WED044,2,acetylcholine,central,,,,3.74,454.0
WED045,2,acetylcholine,central,,,,1.13,2755.0
WED046,2,acetylcholine,central,,,,13.15,4966.0
WED051,2,acetylcholine,central,,,,66.27,1165.0
WED056,7,gaba,central,,,,1.26,3485.0
WED057,21,gaba,central,,,,1.38,5006.0
WED060,3,acetylcholine,central,,,,1.78,4563.0
WED061,4,acetylcholine,central,,,,2.46,4755.0
WED069,2,acetylcholine,central,,,,1.44,3540.0
WED070,2,gaba,central,,,,9.77,2222.0
WED071,2,glutamate,central,,,,97.53,3475.0
WED072,6,acetylcholine,central,,,,1.96,8175.0
WED075,2,gaba,central,,,,7.96,6674.0
WED076,2,gaba,central,,,,41.29,4057.0
"WED080,WED083,WED084,WED087",6,gaba,central,,,,93.88,6781.0
WED081,2,gaba,central,,,,79.68,3017.0
WED082,4,gaba,central,,,,96.11,5988.0
WED085,2,gaba,central,,,,45.01,882.0
WED089,2,acetylcholine,central,,,,55.2,1982.0
WED091,2,acetylcholine,central,,,,58.5,2352.0
WED092b,2,acetylcholine,central,,,,45.8,2249.0
WED092c,4,acetylcholine,central,,,,38.33,10270.0
WED092d,2,acetylcholine,central,,,,31.67,4439.0
WED092e,2,acetylcholine,central,,,,24.56,6125.0
WED094a,2,glutamate,central,,,,3.02,829.0
WED094b,2,glutamate,central,,,,2.77,974.0
WED094c,2,glutamate,central,,,,1.8,1053.0
WED095,6,glutamate,central,,,,0.99,2315.0
WED096a,4,glutamate,central,,,,0.81,1969.0
WED096b,4,glutamate,central,,,,0.68,1626.0
WED096c,2,glutamate,central,,,,0.99,607.0
WED097,4,glutamate,central,,,,0.94,1383.0
WED098,3,glutamate,central,,,,2.85,1052.0
WED099,2,acetylcholine,central,,,,4.46,1098.0
WED100,4,glutamate,central,,,,8.54,1476.0
WED101,4,glutamate,central,,,,1.86,1720.0
WED102,4,glutamate,central,,,,1.95,1330.0
WED103,13,glutamate,central,,,,8.95,2704.0
WED104,2,gaba,central,,,,5.79,9719.0
WED107,2,acetylcholine,central,,,,23.44,6678.0
WED108,2,acetylcholine,central,,,,59.03,6099.0
WED114,7,acetylcholine,central,,,,48.58,5519.0
WED116,2,acetylcholine,central,,,,52.07,799.0
WED119,2,glutamate,central,,,,1.9,9104.0
WED120,1,acetylcholine,central,,,,3.37,89.0
WED121,2,gaba,central,,,,0.69,3484.0
WED122,2,gaba,central,,,,2.66,1957.0
WED124,2,acetylcholine,central,,,,94.98,1176.0
WED125,3,acetylcholine,central,,,,69.95,1727.0
WED127,3,acetylcholine,central,,,,82.84,1783.0
"WED128,WED129",8,acetylcholine,central,,,,32.65,1458.0
WED130,8,acetylcholine,central,,,,51.29,1203.0
WED144,4,acetylcholine,central,,,,93.43,1385.0
WED145,9,acetylcholine,central,,,,92.66,3909.0
WED146a,2,acetylcholine,central,,,,72.76,1171.0
WED146b,4,acetylcholine,central,,,,83.74,1753.0
WED151,3,acetylcholine,central,,,,4.11,998.0
WED152,2,acetylcholine,central,,,,4.21,879.0
WED153,6,acetylcholine,central,,,,1.61,2367.0
WED155a,2,acetylcholine,central,,,,7.09,381.0
WED155b,5,acetylcholine,central,,,,7.42,1132.0
WED161,7,acetylcholine,central,,,,3.62,1713.0
WED162,8,acetylcholine,central,,,,4.9,1754.0
WED163a,4,acetylcholine,central,,,,20.13,616.0
WED163b,2,acetylcholine,central,,,,11.38,448.0
WED163c,5,acetylcholine,central,,,,13.48,1105.0
WED164a,5,acetylcholine,central,,,,7.14,939.0
WED164b,6,acetylcholine,central,,,,6.24,1042.0
WED165,2,acetylcholine,central,,,,2.37,1816.0
WED166_d,3,acetylcholine,central,,,,57.06,1963.0
WED168,6,acetylcholine,central,,,,44.69,2846.0
WED174,2,acetylcholine,central,,,,48.08,416.0
WED181,2,acetylcholine,central,,,,2.82,3053.0
WED182,2,acetylcholine,central,,,,1.42,3306.0
WED26b,2,gaba,central,,,,11.96,1162.0
WEDPN10A,2,gaba,central,,,,89.65,2328.0
WEDPN10B,2,gaba,central,,,,86.53,2034.0
WEDPN11,2,glutamate,central,,,,11.88,4866.0
WEDPN12,2,glutamate,central,,,,48.1,3892.0
WEDPN14,5,acetylcholine,central,,,,3.15,1685.0
WEDPN1A,10,gaba,central,,,,1.59,3271.0
WEDPN1B,2,gaba,central,,,,1.57,508.0
WEDPN2A,6,gaba,central,,,,0.26,3083.0
WEDPN2B,4,gaba,central,,,,13.48,5244.0
WEDPN3,6,gaba,central,,,,6.19,4570.0
WEDPN4,2,gaba,central,,,,1.72,3724.0
WEDPN5,2,gaba,central,,,,0.9,3548.0
WEDPN6A,9,gaba,central,,,,12.55,3858.0
"WEDPN6B, WEDPN6C",14,glutamate,central,,,,2.92,4005.0
WEDPN7B,6,acetylcholine,central,,,,3.14,2198.0
WEDPN7C,2,acetylcholine,central,,,,2.09,623.0
WEDPN8B,9,acetylcholine,central,,,,1.93,1968.0
WEDPN8D,6,acetylcholine,central,,,,1.62,3460.0
WEDPN9,2,acetylcholine,central,,,,3.06,4148.0
Y1,166,glutamate,optic,a,0.61,34381.0,0.79,97812.0
Y11,131,glutamate,optic,c,0.59,50486.0,0.43,98478.0
Y12,205,glutamate,optic,d,0.59,34799.0,0.89,95374.0
Y3,603,acetylcholine,optic,c,2.09,11902.0,0.95,376407.0
Y4,164,glutamate,optic,a,10.75,623.0,0.81,75344.0
Z_vPNml1,2,gaba,central,,,,4.57,2976.0
aMe1,4,gaba,visual_projection,,,,2.74,3509.0
aMe10,3,acetylcholine,visual_projection,,,,67.74,3140.0
aMe12,7,acetylcholine,visual_projection,,,,21.94,10459.0
aMe13,2,acetylcholine,central,,,,69.34,2270.0
aMe15,2,acetylcholine,central,,,,71.55,601.0
aMe17a1,2,acetylcholine,visual_centrifugal,,,,0.63,12813.0
aMe17a2,2,glutamate,visual_centrifugal,,,,0.45,15834.0
aMe17b,4,gaba,visual_centrifugal,,,,0.29,13259.0
aMe17c,4,gaba,visual_centrifugal,,,,0.17,38075.0
aMe19a,2,glutamate,visual_projection,,,,97.13,1949.0
aMe19b,2,gaba,visual_projection,,,,94.77,4435.0
aMe20,2,acetylcholine,visual_projection,,,,1.09,6877.0
aMe22,2,glutamate,central,,,,5.01,2575.0
aMe24,2,glutamate,central,,,,22.9,3275.0
aMe25,2,glutamate,visual_projection,,,,8.17,3074.0
aMe26,6,acetylcholine,visual_projection,,,,19.06,9164.0
aMe3,2,acetylcholine,visual_projection,,,,2.03,4374.0
aMe4,14,acetylcholine,visual_centrifugal,,,,1.32,29530.0
aMe5,55,acetylcholine,visual_projection,b,100.0,3.0,7.03,15866.0
aMe6a,2,acetylcholine,visual_projection,,,,2.28,1536.0
aMe6b,2,acetylcholine,optic,,,,2.17,1334.0
aMe6c,3,glutamate,optic,,,,10.7,1309.0
aMe8,4,acetylcholine,visual_projection,,,,6.41,3277.0
aMe9,4,acetylcholine,visual_projection,,,,16.82,8150.0
aPhM1,25,acetylcholine,sensory,,,,25.96,3944.0
aPhM2a,3,acetylcholine,sensory,,,,39.59,6750.0
aPhM2b,2,acetylcholine,sensory,,,,3.78,1190.0
aPhM3,8,acetylcholine,sensory,,,,38.61,3857.0
aPhM4,3,acetylcholine,sensory,,,,55.19,4258.0
aPhM5,4,acetylcholine,sensory,,,,35.23,3511.0
aPhM6,2,acetylcholine,sensory,,,,33.78,2377.0
"aSP-f1A,aSP-f1B,aSP-f2",13,acetylcholine,central,,,,15.42,1965.0
aSP-f3,8,acetylcholine,central,,,,3.55,1382.0
aSP-f4,11,acetylcholine,central,,,,3.12,2148.0
aSP-g1,7,acetylcholine,central,,,,39.74,1175.0
aSP-g2,10,acetylcholine,central,,,,38.5,3439.0
aSP-g3A,2,acetylcholine,central,,,,25.58,989.0
aSP-g3B,4,acetylcholine,central,,,,40.64,1666.0
aSP22,2,acetylcholine,descending,,,,15.49,4403.0
cL01,17,acetylcholine,visual_centrifugal,,,,94.42,14547.0
cL02a,7,gaba,visual_centrifugal,,,,85.33,2106.0
cL02b,7,glutamate,visual_centrifugal,,,,93.26,2967.0
cL02c,6,glutamate,visual_centrifugal,,,,93.19,3920.0
cL03,10,gaba,visual_centrifugal,a,0.0,8.0,1.33,5178.0
cL04,4,acetylcholine,visual_centrifugal,,,,4.53,25767.0
cL05,2,gaba,visual_centrifugal,,,,99.04,12578.0
cL06,2,gaba,visual_centrifugal,,,,97.31,5576.0
cL07,2,gaba,visual_centrifugal,,,,4.77,3018.0
cL08,2,gaba,visual_centrifugal,,,,99.52,13255.0
cL09,2,gaba,visual_centrifugal,a,33.33,3.0,0.88,4080.0
cL10,2,glutamate,visual_centrifugal,,,,6.44,6104.0
cL11,2,gaba,visual_centrifugal,,,,12.57,10912.0
cL12,2,gaba,visual_centrifugal,,,,97.84,8327.0
cL13,2,gaba,visual_centrifugal,,,,8.57,10892.0
cL14,2,glutamate,visual_centrifugal,,,,98.22,9910.0
cL15,2,gaba,visual_centrifugal,,,,8.93,7984.0
cL16,3,dopamine,visual_centrifugal,,,,7.3,7780.0
cL17,2,acetylcholine,visual_centrifugal,,,,48.61,8505.0
cL18,6,gaba,visual_centrifugal,,,,2.37,16556.0
cL19,2,serotonin,visual_centrifugal,,,,42.4,1257.0
cL20,2,gaba,visual_centrifugal,,,,4.23,13413.0
cL21,4,gaba,visual_centrifugal,a,21.88,32.0,1.97,85864.0
cL22a,2,gaba,visual_centrifugal,,,,1.21,8518.0
cL22b,2,gaba,visual_centrifugal,,,,83.85,19312.0
cL22c,2,gaba,visual_centrifugal,,,,96.3,12984.0
cLLP02,4,dopamine,visual_centrifugal,a,11.32,53.0,93.1,8114.0
cLLPM01,6,glutamate,visual_centrifugal,a,3.64,55.0,97.82,3171.0
cLLPM02,2,acetylcholine,visual_centrifugal,,,,1.31,8609.0
cLM01,2,dopamine,visual_centrifugal,,,,95.21,1836.0
cLP01,51,gaba,visual_centrifugal,d,26.09,92.0,0.81,13779.0
cLP02,91,gaba,visual_centrifugal,d,1.1,364.0,0.41,29333.0
cLP03,39,gaba,visual_centrifugal,c,8.27,411.0,0.6,45754.0
cLP04,2,acetylcholine,visual_centrifugal,b,50.0,28.0,4.94,3236.0
cLP05,2,gaba,visual_centrifugal,c,0.0,102.0,85.37,7644.0
cLPL01,2,glutamate,visual_centrifugal,a,1.3,77.0,96.3,1542.0
cM01a,2,acetylcholine,visual_centrifugal,,,,96.13,4734.0
cM01b,2,acetylcholine,visual_centrifugal,,,,94.77,4133.0
cM01c,2,acetylcholine,visual_centrifugal,,,,96.28,4976.0
cM02a,2,acetylcholine,visual_centrifugal,,,,98.83,7867.0
cM02b,2,acetylcholine,visual_centrifugal,,,,99.35,10514.0
cM03,6,dopamine,visual_centrifugal,,,,96.81,3261.0
cM04,6,glutamate,visual_centrifugal,,,,1.44,2216.0
cM05,2,acetylcholine,visual_centrifugal,,,,99.91,54117.0
cM06,2,acetylcholine,visual_centrifugal,a,25.0,16.0,99.13,7207.0
cM07,2,glutamate,visual_centrifugal,,,,2.61,9555.0
cM08a,5,serotonin,visual_centrifugal,,,,2.47,4089.0
cM08b,4,glutamate,visual_centrifugal,,,,1.09,5129.0
cM08c,6,glutamate,visual_centrifugal,,,,3.21,8259.0
cM09,5,glutamate,visual_centrifugal,,,,3.62,5389.0
cM10,2,gaba,visual_centrifugal,,,,0.36,6153.0
cM11,2,acetylcholine,visual_centrifugal,,,,3.57,4087.0
cM12,2,acetylcholine,visual_centrifugal,,,,95.96,7873.0
cM13,2,acetylcholine,visual_centrifugal,,,,99.04,6323.0
cM14,2,acetylcholine,visual_centrifugal,,,,94.53,19993.0
cM15,2,acetylcholine,visual_centrifugal,c,25.0,60.0,99.66,53845.0
cM16,2,acetylcholine,visual_centrifugal,,,,99.52,22621.0
cM17,2,acetylcholine,visual_centrifugal,,,,98.96,25074.0
cM18,2,acetylcholine,visual_centrifugal,,,,95.14,6949.0
cM19,13,gaba,visual_centrifugal,,,,56.32,9611.0
cML01,2,glutamate,visual_centrifugal,b,51.43,105.0,0.73,40305.0
cML02,2,acetylcholine,visual_centrifugal,c,11.39,79.0,94.08,2636.0
cMLLP01,2,acetylcholine,visual_centrifugal,,,,6.49,21074.0
cMLLP02,3,acetylcholine,visual_centrifugal,d,25.71,35.0,51.24,11818.0
claw_tpGRN,60,acetylcholine,sensory,,,,15.78,6730.0
dorsal_tpGRN,11,acetylcholine,sensory,,,,17.91,3356.0
hDeltaA,12,acetylcholine,central,,,,56.25,14465.0
hDeltaB,18,acetylcholine,central,,,,46.2,46433.0
hDeltaC,21,acetylcholine,central,,,,47.41,12201.0
hDeltaD,8,acetylcholine,central,,,,52.07,9089.0
hDeltaE,8,acetylcholine,central,,,,55.65,7517.0
hDeltaF,8,acetylcholine,central,,,,55.56,7389.0
hDeltaG,8,acetylcholine,central,,,,52.26,10958.0
hDeltaH,8,acetylcholine,central,,,,50.96,12737.0
hDeltaI,17,acetylcholine,central,,,,56.3,9176.0
hDeltaJ,30,acetylcholine,central,,,,48.03,13591.0
hDeltaK,31,serotonin,central,,,,48.05,14911.0
hDeltaL,12,acetylcholine,central,,,,52.24,10678.0
hDeltaM,8,acetylcholine,central,,,,61.15,8593.0
il3LN6,2,acetylcholine,central,,,,54.11,24121.0
l-LNv,8,serotonin,optic,,,,44.12,5091.0
l2LN19,4,gaba,central,,,,9.84,3548.0
l2LN20,4,gaba,central,,,,31.3,2147.0
l2LN21,2,gaba,central,,,,2.21,1722.0
l2LN22,4,gaba,central,,,,20.5,2781.0
l2LN23,4,acetylcholine,central,,,,20.23,1745.0
lLN10,2,gaba,central,,,,11.51,3431.0
lLN13,5,gaba,central,,,,7.35,1796.0
lLN1_a,3,serotonin,central,,,,6.9,11382.0
lLN1_bc,30,dopamine,central,,,,2.67,112184.0
lLN2F_a,4,gaba,central,,,,19.18,34782.0
lLN2F_b,4,gaba,central,,,,25.22,78882.0
lLN2P_a,13,glutamate,central,,,,5.51,15493.0
lLN2P_b,12,gaba,central,,,,14.85,27576.0
lLN2P_c,9,gaba,central,,,,2.93,25397.0
lLN2T_b,4,serotonin,central,,,,20.72,27002.0
lLN2T_c,4,serotonin,central,,,,6.99,20200.0
lLN2T_d,4,gaba,central,,,,27.83,21177.0
lLN2T_e,4,serotonin,central,,,,17.39,23185.0
lLN2X02,6,gaba,central,,,,11.01,12575.0
lLN2X03,6,serotonin,central,,,,5.31,27872.0
lLN2X04,4,gaba,central,,,,7.44,22496.0
lLN2X05,4,serotonin,central,,,,5.33,15968.0
lLN2X06,3,acetylcholine,central,,,,12.67,6338.0
lLN2X07,3,acetylcholine,central,,,,12.17,6394.0
lLN2X09,2,acetylcholine,central,,,,6.99,3089.0
lLN2X10,4,acetylcholine,central,,,,7.04,10313.0
lLN2X11,4,serotonin,central,,,,8.09,19821.0
lLN2X12,13,acetylcholine,central,,,,6.83,39442.0
lLN8,4,gaba,central,,,,53.45,5388.0
lLN9,2,acetylcholine,central,,,,12.7,701.0
"lLN9,lLN17a",5,acetylcholine,central,,,,22.73,915.0
lNSC_unknown,14,acetylcholine,endocrine,,,,89.63,405.0
labial_nerve_sensory_descending,1,serotonin,sensory,,,,41.74,230.0
mAL4,28,glutamate,central,,,,90.04,6546.0
mAL4B,1,gaba,central,,,,93.1,435.0
mAL4I,2,glutamate,central,,,,90.51,590.0
mAL5A,6,glutamate,central,,,,95.95,2717.0
mAL5B,2,gaba,central,,,,89.58,518.0
mAL6,4,gaba,central,,,,98.74,1903.0
mALB1,2,gaba,central,,,,93.96,12147.0
mALB2,2,gaba,central,,,,93.96,7284.0
mALB3,4,gaba,central,,,,94.75,6612.0
mALB4,2,gaba,central,,,,97.09,5629.0
mALB5,2,gaba,central,,,,92.42,4039.0
mALC3,2,gaba,visual_centrifugal,b,28.57,28.0,99.44,9842.0
mALC4,2,gaba,visual_centrifugal,,,,99.89,11904.0
mALC5,2,gaba,visual_centrifugal,b,56.94,72.0,98.48,17423.0
mALC6,4,gaba,central,,,,97.17,1380.0
mALD1,2,gaba,central,,,,91.14,19860.0
mALD2,2,gaba,central,,,,95.35,14594.0
mALD3,2,gaba,central,,,,98.23,9006.0
mALD4,2,gaba,central,,,,90.1,6342.0
mAL_f1,8,gaba,central,,,,94.27,2128.0
mAL_f2,6,gaba,central,,,,89.86,1479.0
mAL_f3,10,gaba,central,,,,41.24,1986.0
mAL_f4,10,gaba,central,,,,84.98,1318.0
mNSC_unknown,10,serotonin,endocrine,,,,12.5,16.0
oviDNa_a,2,acetylcholine,descending,,,,93.14,962.0
oviDNa_b,2,acetylcholine,descending,,,,81.9,315.0
oviDNb,2,acetylcholine,descending,,,,87.94,199.0
oviIN,2,gaba,central,,,,33.23,24302.0
pC1a,2,acetylcholine,central,,,,42.99,2933.0
pC1b,2,acetylcholine,central,,,,42.12,2412.0
pC1c,2,acetylcholine,central,,,,40.5,3679.0
pC1d,2,acetylcholine,central,,,,17.26,5342.0
pC1e,2,acetylcholine,central,,,,19.74,3070.0
pDm8,393,glutamate,optic,,,,0.22,64290.0
s-LNv_a,2,glutamate,visual_projection,,,,19.17,1158.0
s-LNv_b,8,acetylcholine,visual_projection,,,,1.08,835.0
uncertain,5,acetylcholine,optic,,,,2.08,865.0
v2LN30,2,glutamate,central,,,,2.23,22106.0
v2LN31,2,glutamate,central,,,,29.56,1837.0
v2LN32,2,glutamate,central,,,,28.31,975.0
v2LN33,4,glutamate,central,,,,35.58,2830.0
v2LN34E,6,glutamate,central,,,,27.81,1546.0
v2LN36,2,serotonin,central,,,,3.64,4510.0
v2LN37,2,glutamate,central,,,,10.87,3138.0
v2LN38,4,glutamate,central,,,,50.85,2576.0
v2LN39a,4,glutamate,central,,,,2.5,1558.0
v2LN3A1_a,2,acetylcholine,central,,,,20.77,1613.0
v2LN3A1_b,8,glutamate,central,,,,14.97,8489.0
v2LN4,6,acetylcholine,central,,,,94.23,5703.0
v2LN40_2,4,glutamate,central,,,,3.6,1332.0
v2LN41a,2,acetylcholine,central,,,,49.49,1083.0
v2LN41b,2,gaba,central,,,,39.57,796.0
v2LN42a,2,glutamate,central,,,,42.1,544.0
v2LN42b,2,glutamate,central,,,,39.21,686.0
v2LN42c,2,glutamate,central,,,,36.97,936.0
v2LN46a,3,glutamate,central,,,,42.1,544.0
v2LN46b,6,glutamate,central,,,,26.7,854.0
v2LN47,5,glutamate,central,,,,30.41,490.0
v2LN49,4,glutamate,central,,,,27.02,1351.0
v2LN5,4,glutamate,central,,,,40.35,4530.0
